(0.5257731958762887, 0.3333333333333333, 0.6666666666666666, 0.4742268041237113)
(0.7340425531914894, 1.0, 0.0, 0.26595744680851063)
(0.6, 0, 0, 0.4)
(0.5851063829787234, 1.0, 0.0, 0.4148936170212766)
(0.57, 0, 0, 0.43)
(0.78, 0, 0, 0.22)
(0.34, 0, 0, 0.66)
(0.12121212121212122, 1.0, 0.0, 0.8787878787878788)
(0.45, 0, 0, 0.55)
(0.34, 0, 0, 0.66)
(0.68, 0, 0, 0.32)
(0.25773195876288657, 1.0, 0.0, 0.7422680412371134)
(0.41, 0, 0, 0.59)
(0.5102040816326531, 1.0, 0.0, 0.4897959183673469)
(0.3, 0, 0, 0.7)
(0.24719101123595505, 1.0, 0.0, 0.7528089887640449)
(0.19, 0, 0, 0.81)
(0.5316455696202531, 1.0, 0.0, 0.46835443037974683)
(0.06666666666666667, 0.6, 0.4, 0.9333333333333333)
(0.9484536082474226, 1.0, 0.0, 0.05154639175257732)
(0, 0, 0, 0)
(0.6526315789473685, 1.0, 0.0, 0.3473684210526316)
(0.13829787234042554, 1.0, 0.0, 0.8617021276595744)
(0.56, 0, 0, 0.44)
(0.45, 0, 0, 0.55)
(0.5567010309278351, 1.0, 0.0, 0.44329896907216493)
(0.4725274725274725, 0.8888888888888888, 0.1111111111111111, 0.5274725274725275)
(0.1, 0, 0, 0.9)
(0.44, 0, 0, 0.56)
(0.78, 0, 0, 0.22)
(0.3103448275862069, 0.9230769230769231, 0.07692307692307693, 0.6896551724137931)
(0.574468085106383, 1.0, 0.0, 0.425531914893617)
(0.2857142857142857, 1.0, 0.0, 0.7142857142857143)
(0.4482758620689655, 1.0, 0.0, 0.5517241379310345)
(0.15, 0, 0, 0.85)
(0.32967032967032966, 1.0, 0.0, 0.6703296703296703)
(0.41836734693877553, 1.0, 0.0, 0.5816326530612245)
(0.275, 1.0, 0.0, 0.725)
(0.7916666666666666, 1.0, 0.0, 0.20833333333333334)
(0.2828282828282828, 1.0, 0.0, 0.7171717171717171)
(0.010638297872340425, 0.8333333333333334, 0.16666666666666666, 0.9893617021276596)
(0.23, 0, 0, 0.77)
(0.3157894736842105, 1.0, 0.0, 0.6842105263157895)
(0.3877551020408163, 1.0, 0.0, 0.6122448979591837)
(0.37, 0, 0, 0.63)
(0.9494949494949495, 1.0, 0.0, 0.050505050505050504)
(0.52, 0, 0, 0.48)
(0.63, 0, 0, 0.37)
(0.6022727272727273, 0.8333333333333334, 0.16666666666666666, 0.3977272727272727)
(0.84, 0, 0, 0.16)
