(0.9484536082474226, 0.3333333333333333, 0.6666666666666666, 0.05154639175257732)
(0.8723404255319149, 1.0, 0.0, 0.1276595744680851)
(1.0, 0, 0, 0.0)
(0.925531914893617, 1.0, 0.0, 0.07446808510638298)
(1.0, 0, 0, 0.0)
(0.98, 0, 0, 0.02)
(0.66, 0, 0, 0.34)
(0.5050505050505051, 1.0, 0.0, 0.494949494949495)
(0.98, 0, 0, 0.02)
(0.95, 0, 0, 0.05)
(1.0, 0, 0, 0.0)
(0.8041237113402062, 1.0, 0.0, 0.1958762886597938)
(0.99, 0, 0, 0.01)
(0.9591836734693877, 1.0, 0.0, 0.04081632653061224)
(0.54, 0, 0, 0.46)
(1.0, 0.36363636363636365, 0.6363636363636364, 0.0)
(0.94, 0, 0, 0.06)
(0.9873417721518988, 0.2857142857142857, 0.7142857142857143, 0.012658227848101266)
(0.7555555555555555, 0.4, 0.6, 0.24444444444444444)
(1.0, 0.6666666666666666, 0.3333333333333333, 0.0)
(0, 0, 0, 0)
(0.9789473684210527, 0.4, 0.6, 0.021052631578947368)
(0.8936170212765957, 0.0, 1.0, 0.10638297872340426)
(0.97, 0, 0, 0.03)
(0.94, 0, 0, 0.06)
(0.9896907216494846, 1.0, 0.0, 0.010309278350515464)
(0.9340659340659341, 0.4444444444444444, 0.5555555555555556, 0.06593406593406594)
(0.99, 0, 0, 0.01)
(0.86, 0, 0, 0.14)
(1.0, 0, 0, 0.0)
(0.9310344827586207, 0.6153846153846154, 0.38461538461538464, 0.06896551724137931)
(0.9787234042553191, 1.0, 0.0, 0.02127659574468085)
(0.9166666666666666, 0.4375, 0.5625, 0.08333333333333333)
(0.7241379310344828, 1.0, 0.0, 0.27586206896551724)
(0.7, 0, 0, 0.3)
(0.8351648351648352, 0.4444444444444444, 0.5555555555555556, 0.16483516483516483)
(0.9183673469387755, 0.0, 1.0, 0.08163265306122448)
(0.85, 0.65, 0.35, 0.15)
(0.9791666666666666, 1.0, 0.0, 0.020833333333333332)
(0.8888888888888888, 1.0, 0.0, 0.1111111111111111)
(0.425531914893617, 0.16666666666666666, 0.8333333333333334, 0.574468085106383)
(0.84, 0, 0, 0.16)
(0.9868421052631579, 0.6666666666666666, 0.3333333333333333, 0.013157894736842105)
(0.9795918367346939, 0.0, 1.0, 0.02040816326530612)
(0.95, 0, 0, 0.05)
(1.0, 1.0, 0.0, 0.0)
(1.0, 0, 0, 0.0)
(1.0, 0, 0, 0.0)
(0.9886363636363636, 0.25, 0.75, 0.011363636363636364)
(0.99, 0, 0, 0.01)
